,ids,similarity
0,0,0.7794927200699697
1,1,1.0
2,2,1.0
3,3,0.7037037037037037
4,4,0.7314425770308124
5,5,0.6030879698751341
6,6,0.7794927200699697
7,7,1.0
8,8,1.0
9,9,0.8772196553857495
10,10,0.9124050599586674
11,11,1.0
12,12,0.8404665732421068
13,13,1.0
14,14,1.0
15,15,0.6911117226197029
16,16,0.8628264654672083
17,17,1.0
18,18,1.0
19,19,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,0.6979986623450122
24,24,1.0
25,25,1.0
26,26,1.0
27,27,1.0
28,28,1.0
29,29,1.0
30,30,0.7314425770308124
31,31,1.0
32,32,1.0
33,33,0.9124050599586674
34,34,0.7623247399366803
35,35,0.7034424853064651
36,36,1.0
37,37,0.5857949959644875
38,38,0.7794927200699697
39,39,0.6922268907563026
40,40,1.0
41,41,0.8634034324389654
42,42,1.0
43,43,0.7171118854045683
44,44,1.0
45,45,0.5792565459232126
46,46,0.7623247399366803
47,47,1.0
48,48,1.0
49,49,0.9124050599586674
50,50,1.0
51,51,1.0
52,52,1.0
53,53,1.0
54,54,0.7037037037037037
55,55,0.8772196553857495
56,56,1.0
57,57,1.0
58,58,1.0
59,59,0.6911117226197029
60,60,0.7037037037037037
61,61,0.6897707231040565
62,62,1.0
63,63,0.9124050599586674
